Id,LookupMasterId,LookupItemId,DateCreated,Void,UserId
6179fea0-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,7388cf06-ed3a-4f9e-a014-ec50eb13158a,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
5f7f3abc-fe53-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,5d85bd1f-6a88-4e17-8179-fdf4217c27db,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a0030-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,115837d0-0ea9-4e80-9d8b-2ed5392a0b77,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a00ee-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,dea68818-9f02-459e-89b5-8aab4e82ae9b,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a01b6-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,860d0c43-3665-4ea8-9dad-2a91a707758f,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a0472-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,bf4e39a4-6a9f-4d47-b4bf-59c8faab299c,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a053a-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,95e7c67f-0d67-455b-8029-1aa01ffd6cc8,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a060c-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,adfb32dd-c23d-48e1-899e-dbcdb3b3b8a4,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a0864-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,cbe87112-608a-484f-910f-56af4ea758d9,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a0968-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,ac0428ae-23fa-4766-a901-f820fe994e93,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a0a30-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,2825f6a4-f891-453c-9170-ec381bf5a6b9,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a0aee-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,2e8186b7-1f55-4655-b41a-9063ca14a502,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a0da0-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,d6d2fa49-fb2e-4700-998d-c3b9d88b47d9,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a0e72-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,60a2e09d-361f-454e-9e08-bd3b5fa102f6,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a0f3a-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,fcd4ccf5-007a-413d-977c-eb2d8d0b8de0,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a1002-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,9002a716-b875-41da-a501-ccec54ddebb7,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a10c0-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,8eb395e7-a9c8-4a2e-a090-5c0a66527e0f,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a1188-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,2fedd1d1-3290-41b4-ba49-70a6471837ee,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a1250-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,0f237525-cbd2-41e0-a294-9e1cf900f4a3,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a14da-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,4d45493c-a60d-46ee-b9c1-bbef8d273f85,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a15a2-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,4855a343-4b39-4063-8abe-2d24f0fa3fa0,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a171e-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,5199c875-3418-462f-94d5-5c1da9e518f1,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a17f0-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,289fa2e1-726b-422a-90ca-085553a0e0c3,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a18b8-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,9bc37710-e7ce-491b-a7dd-ca96ff0bffe0,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a1980-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,fa268b38-8217-4b7f-bd32-e40471e6120c,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a1c1e-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,4e7abfa3-e339-4a4a-87ce-43331de6a635,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a1ce6-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,daf8b0ce-81ee-4084-95f9-1cac59286c09,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a1dae-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,464a2124-0ee2-4c4f-8622-f2d62c3a9ec5,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a1e76-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,4df09297-f150-498b-a5e9-56de88f30421,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a1f34-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,db048b3f-85bd-434f-b1f7-f31447dfa20c,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a1ff2-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,faa6f4e8-e74f-4ae5-842d-2c8cf294fff9,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a2268-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,ce43ea43-30e4-40bc-bcad-bd50927db839,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a233a-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,424a12c2-313e-4cc5-bf52-a7f2030525ff,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a2402-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,f8391d07-b0c2-48e5-9b9c-a67778550ac2,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a24c0-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,703d9dee-8e9f-4690-9f1e-eae32fe0982a,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a2736-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,ae0bc0d1-f824-4f22-82d5-fb92a0e66bcf,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a2812-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,8844c797-d2c9-407c-bb0e-0050a6d5d506,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a28da-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,f8bf4071-a81d-4128-ada2-fd6f1239b2e7,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a2998-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,260e83b0-c031-48f6-88c0-0492624f3984,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a2a60-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,22f853bf-0b22-41ac-a3cc-2bdacefe633c,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a2c18-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,7fb1759a-89fd-4bcb-af91-91a951db1854,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a2ce0-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,aea88702-7690-4657-983e-755f2feb7453,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a2da8-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,5a534c3d-7f63-405e-9abd-fc269ff04ca7,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a2e70-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,b3294c47-4840-4ec6-87aa-79ccb850513e,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
617a30dc-fe3b-11ea-adc1-0242ac120002,37c4aab1-abe0-453a-a6b2-ee9057eadc16,f444d8ea-e248-4c8b-9a16-bc3e4acf49d6,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
354fdbe0-fe3d-11ea-adc1-0242ac120002,5dbea7f0-8514-4a97-8337-96ca03193dab,865d8d56-6e2c-4f6d-b2e0-9126fecfaef2,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
354fde42-fe3d-11ea-adc1-0242ac120002,5dbea7f0-8514-4a97-8337-96ca03193dab,ccaa9976-dbe5-417e-9461-abb3a1459713,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
354fe1ee-fe3d-11ea-adc1-0242ac120002,5dbea7f0-8514-4a97-8337-96ca03193dab,aa3a85b1-8581-47b8-b255-e905d107190e,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
354fe2ca-fe3d-11ea-adc1-0242ac120002,5dbea7f0-8514-4a97-8337-96ca03193dab,fcb87cbb-5418-439e-b7af-040733bd828e,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
354fe39c-fe3d-11ea-adc1-0242ac120002,5dbea7f0-8514-4a97-8337-96ca03193dab,fba5762c-e233-45e1-badd-790a19fb3689,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
354fe464-fe3d-11ea-adc1-0242ac120002,5dbea7f0-8514-4a97-8337-96ca03193dab,9a553d17-a023-430c-a2b5-4fc4e58d8ba5,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
354fe522-fe3d-11ea-adc1-0242ac120002,5dbea7f0-8514-4a97-8337-96ca03193dab,06c1bab7-281c-4815-9693-099007ae5806,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
354fe5ea-fe3d-11ea-adc1-0242ac120002,5dbea7f0-8514-4a97-8337-96ca03193dab,8a72466c-ffbe-4396-8301-3d83c95ce02a,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
354fe6a8-fe3d-11ea-adc1-0242ac120002,5dbea7f0-8514-4a97-8337-96ca03193dab,06d9f38f-153b-4a25-812b-43208439cda5,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
354fe8f6-fe3d-11ea-adc1-0242ac120002,5dbea7f0-8514-4a97-8337-96ca03193dab,978255eb-195e-4a0d-9418-3b6eed4306a6,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
354fe9be-fe3d-11ea-adc1-0242ac120002,5dbea7f0-8514-4a97-8337-96ca03193dab,a98bab41-c9ba-4b30-8cea-f34e3ec48503,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
354fea7c-fe3d-11ea-adc1-0242ac120002,5dbea7f0-8514-4a97-8337-96ca03193dab,5b96c56a-0b4d-47af-86f9-1dd0f32137c1,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
354feb3a-fe3d-11ea-adc1-0242ac120002,5dbea7f0-8514-4a97-8337-96ca03193dab,1f374f27-9dd1-4952-bc66-49502aa439f5,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
354febee-fe3d-11ea-adc1-0242ac120002,5dbea7f0-8514-4a97-8337-96ca03193dab,fb1101e0-cbc0-46bf-b642-aed144fdd856,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
354fecac-fe3d-11ea-adc1-0242ac120002,5dbea7f0-8514-4a97-8337-96ca03193dab,89ce1bb0-a1b7-4ef3-98cd-a1944e74a45c,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
354fed6a-fe3d-11ea-adc1-0242ac120002,5dbea7f0-8514-4a97-8337-96ca03193dab,1ed0fd52-a589-4d67-90f8-07333be5e36a,"2020-09-24",false,46021000-fe5d-11ea-adc1-0242ac120002
